50	300	100	100	150	189	0.5	0	0	0.016	-1.5	23.333	0	0
50	300	100	100	115	200	0.55	0	0	0.031	-1.82	21.022	0	0
50	300	100	100	40	350	0.6	0	0	0.013	-1.249	22.05	0	0
50	300	100	100	122	315	0.5	0	0	0.012	-1.355	22.983	0	0
50	300	100	100	125	305	0.5	0	0	0.02	-1.9	21.313	0	0
50	300	100	100	70	275	0.7	0	0	0.007	0.805	21.9	0	0
50	300	100	100	70	345	0.7	0	0	0.015	-1.401	23.001	0	0
50	300	100	100	70	345	0.7	0	0	0.018	-1.8	24.003	0	0
50	300	100	100	130	245	0.5	0	0	0.019	-2	25.121	0	0
50	300	100	100	130	245	0.5	0	0	0.012	-1.36	22.99	0	0
50	300	100	100	135	235	0.55	0	0	0.033	-2.1	27.01	0	0
50	300	100	100	200	130	0.45	0	0	0.018	-1.8	25.101	0	0
50	300	100	100	70	345	0.7	0	0	0.018	-1.81	24.313	0	0
50	300	100	100	45	389	0.6	0	0	0.03	-1.921	27.119	0	0
